id,title,assigneeId,dueDate,status,comments,metadata
"1160","Update dependencies","1003","2025-09-25","todo","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"1161","Implement OAuth","1003","2025-08-03","todo","[{"text": "Waiting on credentials"}]","{"priority":"low"}"
"1162","Update privacy policy","1003","2025-09-11","in-progress","[{"text": "Fixed edge case"}]","{"priority":"medium"}"
"1163","Enforce coding standards","1003","2025-09-04","in-progress","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"1164","Enforce coding standards","1003","2025-08-05","in-progress","[{"text": "Reviewed by QA"}]","{"priority":"high"}"
"1165","Archive closed tasks","1003","2025-09-21","","[]","{"priority":"high"}"
"1166","Overhaul CSS architecture","1002","2025-08-04","done","[]","{"priority":"high"}"
"1167","Enhance search filters","1002","2025-08-14","","[]","{"priority":"medium"}"
"1168","Implement OAuth","1001","2025-08-01","done","[{"text": "Reviewed by QA"}]","{"priority":"low"}"
"1169","Benchmark database queries","1002","2025-09-16","done","[{"text": "Debugged last night"}]","{}"
"1170","Update support FAQ","1001","2025-09-02","","[{"text": "Initial spec done"}]","{"priority":"high"}"
"1171","Write blog announcement","1001","2025-08-22","todo","[{"text": "Initial spec done"}]","{"priority":"high"}"
"1172","Write unit tests","1001","2025-08-25","in-progress","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"task-1173","Deploy mobile app update","1001","2025-08-14","","[{"text": "Upgrade plan drafted"}]","{}"
"1174","Design mobile prototype","1003","2025-08-28","done","[{"text": "Reviewed by QA"}]","{}"
"1175","Test accessibility features","1001","2025-09-27","todo","[{"text": "Initial spec done"}]","{"priority":"low"}"
"1176","Fix bug in authentication flow","1003","2025-09-26","done","[{"text": "Reviewed by QA"}]","{"priority":"medium","tags":["frontend"]}"
"1177","Update support FAQ","1003","2025-09-17","in-progress","[{"text": "Initial spec done"}]","{}"
"1178","Enforce coding standards","devA","2025-09-19","done","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"1179","Setup CI/CD pipeline","1003","2025-09-30","","[{"text": "Fixed edge case"}]","{}"
"1180","Automate backup scripts","1003","2025-09-30","in-progress","[]","{}"
"1181","Optimize server memory","1001","2025-09-10","todo","[{"text": "Waiting on credentials"}]","{"priority":"high"}"
"1182","Migrate database schema","1001","2025-09-08","done","[{"text": "Fixed edge case"}]","{"priority":"medium"}"
"1183","Monitor API latency","1003","2025-08-19","","[{"text": "Fixed edge case"}]","{"notes":"Requires SSH"}"
"1184","Create multi-language support","1003","2025-09-22","todo","[{"text": "Debugged last night"}]","{"priority":"medium"}"
"1185","Audit error logs","1002","2025-09-27","done","[{"text": "Fixed edge case"}]","{"priority":"medium"}"
"1186","Setup CI/CD pipeline","1002","2025-09-10","todo","[{"text": "Upgrade plan drafted"}]","{"priority":"medium","tags":["frontend"]}"
"1187","Optimize server memory","1003","2025-08-15","todo","[{"text": "Initial spec done"}]","{"priority":"medium"}"
"1188","Optimize images","1003","2025-09-08","","[{"text": "Waiting on credentials"}]","{"priority":"high"}"
"1189","Upgrade SSL certificate","1001","2025-09-16","done","[]","{}"
"task-1190","Patch XSS vulnerabilities","1003","2025-08-19","","[{"text": "Fixed edge case"}]","{}"
"1191","Conduct security audit","1002","2025-09-08","done","[]","{"priority":"high"}"
"1192","Conduct security audit","1001","2025-08-07","done","[{"text": "Debugged last night"}]","{}"
"1193","Draft GDPR compliance report","1002","2025-09-24","","[{"text": "Fixed edge case"}]","{"notes":"Requires SSH"}"
"1194","Overhaul CSS architecture","1002","2025-09-25","todo","[{"text": "Reviewed by QA"}]","{"priority":"high"}"
"1195","Deploy mobile app update","1003","2025-09-29","","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"1196","Overhaul CSS architecture","1001","2025-09-14","todo","[{"text": "Waiting on credentials"}]","{"priority":"high"}"
"1197","Optimize API responsiveness","1002","2025-09-18","todo","[{"text": "Debugged last night"}]","{"priority":"medium","tags":["frontend"]}"
"1198","Refactor form validation logic","1001","2025-09-10","in-progress","[{"text": "Fixed edge case"}]","{}"
"1199","Handle payment disputes","1003","2025-08-01","todo","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"1200","Test accessibility features","1001","2025-08-21","","[{"text": "Debugged last night"}]","{"notes":"Requires SSH"}"
"1201","Write blog announcement","1002","2025-09-30","todo","[{"text": "Upgrade plan drafted"}]","{"notes":"Requires SSH"}"
"1202","Implement OAuth","1001","2025-08-23","done","[]","{"priority":"low"}"
"1203","Audit error logs","1003","2025-09-12","done","[{"text": "Waiting on credentials"}]","{}"
"1204","Enhance search filters","1001","2025-08-04","","[{"text": "Waiting on credentials"}]","{"priority":"medium"}"
"1205","Deploy mobile app update","1001","2025-08-12","done","[{"text": "Reviewed by QA"}]","{"priority":"high"}"
"1206","Upgrade SSL certificate","1002","2025-09-04","","[]","{"priority":"medium"}"
"task-1207","Refactor legacy code","1002","2025-09-10","","[{"text": "Reviewed by QA"}]","{}"
"1208","Upgrade SSL certificate","1003","2025-09-10","done","[{"text": "Initial spec done"}]","{"priority":"medium"}"
"1209","Deploy mobile app update","devA","2025-08-02","done","[]","{"notes":"Requires SSH"}"
"1210","Write API documentation","1001","2025-08-14","todo","[{"text": "Fixed edge case"}]","{"notes":"Requires SSH"}"
"1211","Implement push notifications","1003","2025-09-22","in-progress","[]","{"priority":"medium","tags":["frontend"]}"
"1212","Implement OAuth","1001","2025-09-19","","[]","{"priority":"high"}"
"1213","Resolve customer complaints","1003","2025-08-23","todo","[{"text": "Upgrade plan drafted"}]","{"notes":"Requires SSH"}"
"1214","Create multi-language support","1001","2025-08-22","in-progress","[{"text": "Initial spec done"}]","{}"
"1215","Refactor legacy code","1001","2025-09-27","todo","[]","{"notes":"Requires SSH"}"
"1216","Optimize images","1002","2025-09-11","","[{"text": "Fixed edge case"}]","{"priority":"medium","tags":["frontend"]}"
"1217","Update dependencies","1003","2025-08-10","in-progress","[{"text": "Upgrade plan drafted"}]","{"notes":"Requires SSH"}"
"1218","Fix UI alignment issues","1002","2025-09-07","done","[{"text": "Debugged last night"}]","{"priority":"high"}"
"1219","Build webhook endpoints","1001","2025-09-04","in-progress","[{"text": "Debugged last night"}]","{}"
"1220","Debug session timeouts","1003","2025-08-28","todo","[]","{"priority":"medium"}"
"1221","Update privacy policy","1002","2025-09-21","todo","[{"text": "Waiting on credentials"}]","{}"
"1222","Debug session timeouts","1003","2025-09-07","in-progress","[{"text": "Fixed edge case"}]","{"notes":"Requires SSH"}"
"1223","Refactor legacy code","1002","2025-08-11","","[{"text": "Debugged last night"}]","{"priority":"high"}"
"task-1224","Draft GDPR compliance report","1002","2025-08-27","todo","[]","{"notes":"Requires SSH"}"
"1225","Update privacy policy","1002","2025-09-17","in-progress","[{"text": "Debugged last night"}]","{"notes":"Requires SSH"}"
"1226","Conduct security audit","1002","2025-09-22","done","[{"text": "Initial spec done"}]","{"priority":"medium","tags":["frontend"]}"
"1227","Create multi-language support","1001","2025-09-07","","[{"text": "Waiting on credentials"}]","{"priority":"medium"}"
"1228","Monitor API latency","1001","2025-09-16","","[{"text": "Fixed edge case"}]","{"priority":"medium","tags":["frontend"]}"
"1229","Design login page","1001","2025-09-20","todo","[{"text": "Waiting on credentials"}]","{"priority":"high"}"
"1230","Write blog announcement","1003","2025-09-03","todo","[{"text": "Reviewed by QA"}]","{"priority":"medium"}"
"1231","Build webhook endpoints","1001","2025-09-01","todo","[]","{"notes":"Requires SSH"}"
"1232","Audit error logs","1003","2025-09-21","done","[{"text": "Fixed edge case"}]","{"priority":"low"}"
"1233","Build webhook endpoints","1001","2025-08-14","todo","[{"text": "Reviewed by QA"}]","{"priority":"high"}"
"1234","Resolve customer complaints","1001","2025-09-21","","[{"text": "Debugged last night"}]","{"priority":"medium"}"
"1235","Optimize server memory","1002","2025-08-08","done","[{"text": "Fixed edge case"}]","{}"
"1236","Design new logo","1003","2025-08-02","in-progress","[{"text": "Debugged last night"}]","{"priority":"medium","tags":["frontend"]}"
"1237","Benchmark database queries","1003","2025-08-31","done","[{"text": "Reviewed by QA"}]","{"priority":"medium","tags":["frontend"]}"
"1238","Plan Q4 roadmap","1001","2025-08-26","todo","[]","{"priority":"high"}"
"1239","Update privacy policy","1002","2025-08-27","","[{"text": "Waiting on credentials"}]","{"priority":"high"}"
"1240","Design admin panel","devA","2025-08-02","todo","[]","{"priority":"high"}"
"task-1241","Setup CI/CD pipeline","1002","2025-09-13","done","[{"text": "Initial spec done"}]","{}"
"1242","Analyze system performance","1001","2025-09-17","","[{"text": "Debugged last night"}]","{"priority":"medium"}"
"1243","Design admin panel","1003","2025-08-06","done","[{"text": "Debugged last night"}]","{"priority":"medium"}"
"1244","Update privacy policy","1003","2025-09-28","in-progress","[{"text": "Fixed edge case"}]","{"priority":"medium","tags":["frontend"]}"
"1245","Train support staff","1002","2025-08-12","done","[{"text": "Waiting on credentials"}]","{"priority":"high"}"
"1246","Update support FAQ","1001","2025-08-24","in-progress","[{"text": "Initial spec done"}]","{"priority":"high"}"
"1247","Build dashboard reports","1003","2025-08-28","todo","[{"text": "Reviewed by QA"}]","{"priority":"low"}"
"1248","Analyze system performance","1003","2025-09-05","todo","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"1249","Write blog announcement","1003","2025-09-18","","[{"text": "Upgrade plan drafted"}]","{}"
"1250","Upgrade SSL certificate","1001","2025-08-23","todo","[{"text": "Debugged last night"}]","{}"
"1251","Deploy mobile app update","1002","2025-08-04","in-progress","[{"text": "Fixed edge case"}]","{"priority":"medium","tags":["frontend"]}"
"1252","Review vendor contracts","1001","2025-08-25","todo","[{"text": "Waiting on credentials"}]","{}"
"1253","Improve password hashing","1003","2025-08-01","todo","[]","{"priority":"high"}"
"1254","Fix bug in authentication flow","1001","2025-09-27","","[]","{"priority":"high"}"
"1255","Improve password hashing","1003","2025-09-04","todo","[{"text": "Reviewed by QA"}]","{"priority":"high"}"
"1256","Implement push notifications","1001","2025-08-24","in-progress","[{"text": "Debugged last night"}]","{"priority":"low"}"
"1257","Write API documentation","1001","2025-09-07","in-progress","[{"text": "Debugged last night"}]","{}"
"task-1258","Conduct security audit","1002","2025-08-10","","[{"text": "Fixed edge case"}]","{}"
"1259","Enforce coding standards","1003","2025-09-03","","[{"text": "Initial spec done"}]","{"priority":"high"}"
"1260","Design login page","1003","2025-08-27","in-progress","[{"text": "Upgrade plan drafted"}]","{"priority":"low"}"
"1261","Train support staff","1003","2025-09-22","done","[{"text": "Debugged last night"}]","{}"
"1262","Integrate payment gateway","1003","2025-09-05","todo","[]","{}"
"1263","Test accessibility features","1001","2025-08-18","done","[]","{"priority":"medium"}"
"1264","Fix bug in authentication flow","1003","2025-09-21","todo","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"1265","Enhance search filters","1001","2025-09-26","","[{"text": "Reviewed by QA"}]","{}"
"1266","Overhaul CSS architecture","1003","2025-09-22","","[{"text": "Reviewed by QA"}]","{"priority":"medium","tags":["frontend"]}"
"1267","Optimize images","1001","2025-08-15","","[]","{"priority":"low"}"
"1268","Audit error logs","1002","2025-08-18","in-progress","[]","{}"
"1269","Design mobile prototype","1002","2025-08-13","in-progress","[{"text": "Waiting on credentials"}]","{"priority":"medium"}"
"1270","Upgrade SSL certificate","1003","2025-08-13","","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"1271","Deploy mobile app update","devA","2025-08-25","","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"1272","Build dashboard reports","1001","2025-09-22","todo","[]","{"priority":"high"}"
"1273","Resolve customer complaints","1001","2025-09-08","","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"1274","Draft GDPR compliance report","1001","2025-08-03","in-progress","[{"text": "Fixed edge case"}]","{}"
"task-1275","Refactor Redux logic","1001","2025-08-18","todo","[]","{"priority":"high"}"
"1276","Build webhook endpoints","1002","2025-08-03","done","[{"text": "Upgrade plan drafted"}]","{"priority":"low"}"
"1277","Update support FAQ","1003","2025-09-03","todo","[{"text": "Reviewed by QA"}]","{"priority":"medium"}"
"1278","Integrate payment gateway","1001","2025-08-30","","[{"text": "Reviewed by QA"}]","{"priority":"high"}"
"1279","Upgrade SSL certificate","1002","2025-08-05","done","[{"text": "Fixed edge case"}]","{"priority":"low"}"
"1280","Optimize server memory","1003","2025-09-16","in-progress","[{"text": "Debugged last night"}]","{"notes":"Requires SSH"}"
"1281","Build webhook endpoints","1001","2025-08-28","in-progress","[]","{"priority":"high"}"
"1282","Analyze system performance","1001","2025-08-19","todo","[{"text": "Initial spec done"}]","{"priority":"high"}"
"1283","Build dashboard reports","1001","2025-08-24","in-progress","[{"text": "Upgrade plan drafted"}]","{"notes":"Requires SSH"}"
"1284","Optimize API responsiveness","1003","2025-09-01","todo","[{"text": "Debugged last night"}]","{"priority":"medium","tags":["frontend"]}"
"1285","Analyze system performance","1001","2025-09-26","","[]","{"priority":"high"}"
"1286","Fix bug in authentication flow","1002","2025-09-20","in-progress","[{"text": "Waiting on credentials"}]","{"priority":"high"}"
"1287","Patch XSS vulnerabilities","1002","2025-08-26","in-progress","[{"text": "Fixed edge case"}]","{}"
"1288","Patch XSS vulnerabilities","1002","2025-08-24","todo","[{"text": "Debugged last night"}]","{"priority":"low"}"
"1289","Setup CI/CD pipeline","1003","2025-08-03","done","[]","{"priority":"high"}"
"1290","Enhance search filters","1001","2025-08-21","done","[{"text": "Waiting on credentials"}]","{"priority":"high"}"
"1291","Create feedback analytics","1002","2025-09-26","todo","[{"text": "Upgrade plan drafted"}]","{}"
"task-1292","Implement OAuth","1001","2025-09-07","todo","[{"text": "Reviewed by QA"}]","{"priority":"medium"}"
"1293","Fix bug in authentication flow","1002","2025-08-30","todo","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"1294","Deploy mobile app update","1002","2025-08-08","done","[{"text": "Initial spec done"}]","{"priority":"low"}"
"1295","Build dashboard reports","1003","2025-08-14","done","[{"text": "Reviewed by QA"}]","{"priority":"high"}"
"1296","Deploy mobile app update","1001","2025-08-08","","[]","{"priority":"low"}"
